age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,age_group,income_band,total_spend,online_spend_ratio,digital_score
27,181000,6.9,5,2.3,7,7,40,13,95736,73753,5,1,3,5,8,6,6,2,5,6,3,Other,Tier 1,Store,26-35,High,169489,0.565,27.8
27,199681,5.8,2,2.0,5,8,31,7,84730,31092,6,4,1,5,8,10,1,2,7,9,1,Male,Tier 3,Online,26-35,High,115822,0.732,24.6
53,45552,4.0,11,2.9,10,5,32,8,48645,79222,4,2,5,5,9,4,7,1,7,7,1,Male,Tier 1,Store,51+,Low,127867,0.38,23.0
25,156408,6.0,9,6.0,7,4,0,4,148662,110101,2,6,2,6,8,2,10,9,4,9,2,Female,Tier 1,Store,18-25,High,258763,0.575,23.0
71,62037,5.9,3,2.4,1,2,40,4,37760,135444,4,8,4,8,5,2,9,1,9,1,10,Male,Tier 2,Store,51+,Medium,173204,0.218,14.8
69,162278,8.7,11,1.7,5,5,18,8,85824,50211,1,1,1,9,10,1,6,1,10,2,2,Other,Tier 3,Store,51+,High,136035,0.631,27.4
37,49831,8.7,14,4.2,6,8,37,6,94884,124409,9,4,1,3,6,1,6,1,10,8,5,Female,Tier 2,Store,36-50,Low,219293,0.433,31.4
49,58563,5.0,2,0.0,6,1,49,7,34563,42654,10,4,3,5,2,8,4,4,8,1,7,Other,Tier 2,Store,36-50,Medium,77217,0.448,17.0
67,33361,4.8,10,2.4,4,6,34,14,146246,35136,6,6,7,1,4,6,7,3,6,3,1,Other,Tier 1,Store,51+,Low,181382,0.806,19.6
31,56335,3.3,10,1.7,5,2,3,2,62219,60084,7,6,4,7,6,7,6,7,2,7,3,Female,Tier 3,Store,26-35,Medium,122303,0.509,13.6
67,89469,5.7,5,3.3,8,2,10,16,53032,14113,8,4,4,6,9,5,4,5,1,5,2,Male,Tier 2,Store,51+,Medium,67145,0.79,21.4
45,40816,5.1,8,2.7,6,8,48,18,35996,15279,7,4,3,6,3,3,7,1,8,7,4,Other,Tier 3,Online,36-50,Low,51275,0.702,24.2
63,161691,11.2,3,1.1,1,6,2,17,23812,90492,5,7,5,3,1,6,10,2,1,5,4,Other,Tier 1,Store,51+,High,114304,0.208,29.4
69,249295,3.8,6,3.3,5,6,1,9,33742,125641,1,9,7,1,10,3,8,4,5,10,1,Other,Tier 3,Store,51+,High,159383,0.212,18.6
70,107479,6.1,9,1.4,7,6,35,1,7701,86181,10,3,7,10,2,6,3,6,10,9,6,Other,Tier 2,Store,51+,Medium,93882,0.082,25.2
41,41819,4.7,2,2.4,8,9,22,1,116387,8546,1,7,7,2,6,6,10,6,5,4,5,Female,Tier 3,Online,36-50,Low,124933,0.932,26.4
32,157813,6.0,8,1.9,4,3,10,16,6044,78760,2,6,3,3,5,5,9,4,7,1,9,Other,Tier 3,Store,26-35,High,84804,0.071,19.0
39,137330,5.3,10,3.6,2,2,34,14,129029,93450,1,0,1,9,6,10,6,8,9,4,7,Other,Tier 3,Store,36-50,Medium,222479,0.58,14.6
47,23798,7.6,7,1.9,4,5,28,15,149223,129134,7,1,1,3,6,6,1,5,6,1,3,Other,Tier 3,Store,36-50,Low,278357,0.536,24.2
21,171215,6.9,3,0.0,6,6,6,5,75507,87685,6,5,2,5,1,2,4,8,9,1,10,Other,Tier 1,Store,18-25,High,163192,0.463,25.8
30,64695,7.6,1,1.1,6,9,18,19,78352,143743,4,6,4,4,2,8,7,5,2,7,2,Other,Tier 2,Store,26-35,Medium,222095,0.353,30.2
76,178819,4.5,6,2.6,6,9,5,1,51286,144481,4,0,6,10,5,1,8,10,3,8,6,Other,Tier 3,Store,51+,High,195767,0.262,24.0
40,245259,8.2,2,1.6,1,2,24,14,7694,136455,8,8,1,5,6,2,4,9,3,4,8,Male,Tier 3,Store,36-50,High,144149,0.053,19.4
25,144544,5.0,3,4.0,7,9,15,17,47866,54086,9,4,1,8,9,4,4,2,10,6,3,Female,Tier 3,Store,18-25,Medium,101952,0.469,26.0
35,167254,3.2,12,1.2,7,9,22,7,77801,62122,10,6,4,1,2,2,3,10,5,4,6,Female,Tier 1,Store,26-35,High,139923,0.556,22.4
29,24415,5.6,14,3.2,5,6,10,3,134821,148661,2,2,5,1,9,1,5,5,9,2,4,Male,Tier 2,Store,26-35,Low,283482,0.476,22.2
72,157157,6.2,5,3.6,4,1,32,4,62050,122615,8,7,7,10,4,4,9,10,5,5,7,Male,Tier 1,Store,51+,High,184665,0.336,17.4
48,161080,3.5,14,2.7,3,8,7,7,76898,128149,5,6,4,10,3,1,8,8,1,2,3,Other,Tier 2,Store,36-50,High,205047,0.375,18.0
31,102638,7.7,11,3.0,8,8,35,16,91880,50792,1,3,1,5,4,7,9,10,7,3,1,Other,Tier 3,Store,26-35,Medium,142672,0.644,31.4
51,33452,4.4,8,2.3,8,8,49,5,106392,138585,2,0,4,6,6,10,1,9,9,5,8,Male,Tier 3,Store,51+,Low,244977,0.434,24.8
35,210147,4.3,2,2.9,3,8,24,14,25833,96442,7,7,5,2,6,9,8,4,5,1,10,Male,Tier 1,Store,26-35,High,122275,0.211,19.6
73,154192,6.0,6,1.9,5,10,34,0,49285,64784,3,2,7,2,6,7,8,6,2,6,5,Male,Tier 1,Store,51+,High,114069,0.432,27.0
51,210457,7.7,1,2.8,8,5,12,10,25488,132635,7,0,6,1,2,6,1,6,8,8,10,Female,Tier 2,Store,51+,High,158123,0.161,28.4
28,219428,3.6,7,2.1,10,2,5,5,1704,59333,4,2,1,10,6,5,9,8,6,7,10,Female,Tier 3,Store,26-35,High,61037,0.028,19.2
58,125205,7.9,4,2.1,10,9,34,5,129485,74077,6,1,5,6,4,5,10,3,6,1,2,Male,Tier 2,Store,51+,Medium,203562,0.636,34.8
29,33170,1.7,1,1.6,6,6,45,19,55824,40877,2,0,2,1,3,4,9,10,3,2,8,Male,Tier 1,Store,26-35,Low,96701,0.577,15.4
66,31259,6.7,9,2.2,2,3,38,19,1481,32412,5,2,7,7,5,9,4,1,4,10,2,Other,Tier 2,Store,51+,Low,33893,0.044,18.4
32,37099,3.7,9,4.5,1,1,49,17,113155,60341,9,5,5,7,1,1,8,3,8,5,5,Other,Tier 1,Store,26-35,Low,173496,0.652,9.4
74,155721,4.4,11,2.2,7,5,3,17,141302,8380,10,2,1,9,5,1,8,4,6,10,9,Male,Tier 1,Store,51+,High,149682,0.944,20.8
48,144394,9.5,3,3.7,2,4,44,6,20234,108762,10,3,4,9,7,9,10,4,9,6,10,Other,Tier 3,Store,36-50,Medium,128996,0.157,25.0
66,241863,4.0,6,3.2,10,4,42,15,93716,64633,1,5,5,5,8,6,9,8,2,5,9,Male,Tier 1,Store,51+,High,158349,0.592,22.0
75,74258,5.9,7,2.8,10,9,41,18,41366,121907,4,4,4,9,4,1,4,6,9,1,10,Male,Tier 1,Store,51+,Medium,163273,0.253,30.8
46,187109,3.9,13,2.9,4,6,15,11,46977,142736,3,7,1,2,5,6,6,9,8,6,10,Other,Tier 2,Store,36-50,High,189713,0.248,17.8
43,26805,7.5,4,2.5,6,8,10,17,108580,140801,3,9,4,6,1,4,9,9,8,3,1,Other,Tier 1,Store,36-50,Low,249381,0.435,29.0
35,58147,6.8,6,1.7,7,9,23,3,118053,58658,10,4,1,3,8,1,3,3,5,1,4,Other,Tier 3,Store,26-35,Medium,176711,0.668,29.6
49,89280,7.1,9,4.7,7,1,13,1,37133,59626,2,0,7,1,7,3,7,9,2,8,4,Other,Tier 2,Store,36-50,Medium,96759,0.384,22.2
39,192125,8.3,14,3.9,7,7,39,8,8893,11364,5,1,1,5,2,2,3,10,6,5,2,Female,Tier 2,Online,36-50,High,20257,0.439,30.6
55,121777,5.3,10,2.6,4,7,7,6,11039,46981,7,2,5,3,3,1,10,1,1,4,10,Other,Tier 2,Store,51+,Medium,58020,0.19,21.6
34,112841,8.1,6,2.6,10,9,29,11,130232,115261,1,1,6,10,1,7,10,1,9,5,6,Male,Tier 2,Store,26-35,Medium,245493,0.53,35.2
40,237465,9.0,7,3.2,10,1,30,4,75878,29550,7,6,2,2,10,7,3,2,4,8,4,Female,Tier 3,Hybrid,36-50,High,105428,0.72,29.0
41,139726,6.6,6,1.1,6,2,5,11,59781,66797,2,8,3,3,6,5,2,7,3,2,1,Female,Tier 3,Store,36-50,Medium,126578,0.472,21.2
67,143359,3.8,7,1.5,3,6,23,15,81620,68130,9,2,5,5,3,10,9,1,8,9,10,Other,Tier 3,Store,51+,Medium,149750,0.545,16.6
25,91215,3.6,1,0.1,8,4,0,18,111225,20665,5,7,2,9,3,6,2,6,2,9,5,Other,Tier 1,Store,18-25,Medium,131890,0.843,19.2
58,127909,6.9,6,2.2,1,5,37,11,3439,129379,2,9,5,6,5,4,4,1,2,7,4,Female,Tier 1,Store,51+,Medium,132818,0.026,19.8
23,110365,3.8,12,4.0,8,5,45,0,121090,110576,2,9,5,1,4,2,1,4,1,4,8,Other,Tier 2,Store,18-25,Medium,231666,0.523,20.6
22,25985,3.3,9,2.1,5,10,20,0,51510,110911,5,2,1,10,6,8,5,9,2,1,7,Male,Tier 3,Store,18-25,Low,162421,0.317,21.6
61,239895,7.8,11,5.3,8,1,5,18,112256,57817,3,3,2,10,5,10,7,2,6,8,4,Female,Tier 3,Store,51+,High,170073,0.66,24.6
74,27391,5.1,3,1.9,4,1,14,19,27193,97151,5,3,3,4,5,8,4,6,3,3,10,Female,Tier 2,Store,51+,Low,124344,0.219,15.2
46,19861,10.8,14,2.7,2,7,31,11,96090,15423,3,0,4,7,2,5,3,3,10,3,7,Male,Tier 2,Online,36-50,Low,111513,0.862,30.6
45,209654,4.7,6,2.1,4,3,17,4,129810,37516,3,9,7,4,2,6,1,9,9,5,7,Female,Tier 1,Store,36-50,High,167326,0.776,16.4
28,198000,5.0,4,0.0,8,5,46,8,64998,128523,3,0,1,3,2,6,2,3,1,9,1,Male,Tier 1,Store,26-35,High,193521,0.336,23.0
74,49364,6.7,7,2.1,10,8,31,11,13703,14996,7,4,5,3,4,3,4,8,1,5,5,Other,Tier 2,Online,51+,Low,28699,0.477,31.4
18,97399,6.4,7,1.4,1,5,11,1,41442,32588,10,5,6,4,2,4,9,3,8,3,9,Male,Tier 1,Store,18-25,Medium,74030,0.56,18.8
60,243107,5.8,13,2.8,5,10,10,12,45471,125543,2,6,4,8,3,3,10,4,1,2,9,Male,Tier 3,Store,51+,High,171014,0.266,26.6
36,239402,5.8,9,4.2,6,9,33,3,81246,73765,7,5,5,1,7,9,3,8,9,1,7,Female,Tier 1,Store,36-50,High,155011,0.524,26.6
26,57923,12.0,4,2.0,4,4,1,18,120812,83640,2,3,1,3,7,2,7,5,5,1,3,Other,Tier 3,Store,26-35,Medium,204452,0.591,32.0
44,153991,9.3,14,3.0,4,7,43,7,22512,64607,6,6,5,5,3,2,4,5,1,8,7,Male,Tier 3,Store,36-50,High,87119,0.258,29.6
51,201968,7.7,8,2.2,4,8,21,12,11498,113253,10,9,1,1,6,8,9,1,1,5,2,Other,Tier 2,Store,51+,High,124751,0.092,27.4
61,100818,3.5,8,3.7,3,7,20,0,139946,68834,6,4,5,1,7,7,6,6,6,6,9,Other,Tier 3,Store,51+,Medium,208780,0.67,17.0
21,193468,5.9,8,5.5,10,4,5,16,109215,76467,3,6,4,8,2,4,3,4,5,4,3,Male,Tier 3,Store,18-25,High,185682,0.588,25.8
53,180912,7.3,14,4.4,5,8,5,16,44203,127317,9,0,6,9,9,2,2,4,2,2,7,Other,Tier 2,Store,51+,High,171520,0.258,27.6
35,188327,7.5,8,1.7,6,10,11,3,30835,102572,9,2,7,8,4,7,3,9,4,2,1,Other,Tier 2,Store,26-35,High,133407,0.231,31.0
32,86160,8.6,6,4.3,3,10,3,7,41008,42249,7,0,6,9,6,10,7,1,8,10,7,Female,Tier 1,Store,26-35,Medium,83257,0.493,30.2
68,143165,4.7,8,2.9,3,10,6,19,127826,143905,10,4,1,2,2,3,1,9,4,9,4,Male,Tier 1,Store,51+,Medium,271731,0.47,22.4
30,245314,5.9,6,4.1,9,4,11,4,148076,33465,2,7,2,6,3,6,8,2,8,7,3,Male,Tier 1,Store,26-35,High,181541,0.816,24.8
36,154248,4.5,10,1.2,2,10,29,15,62937,125908,5,4,7,3,3,2,1,1,7,4,7,Male,Tier 1,Store,36-50,High,188845,0.333,21.0
66,48529,8.7,14,2.4,6,8,8,1,86466,6029,9,8,4,4,3,4,2,3,7,2,3,Male,Tier 1,Online,51+,Low,92495,0.935,31.4
23,202478,7.4,14,2.7,8,8,6,8,88831,100274,7,8,1,4,4,9,2,10,7,6,9,Other,Tier 1,Store,18-25,High,189105,0.47,30.8
65,159013,5.0,2,2.4,8,4,47,12,110361,86745,2,7,1,6,1,7,2,8,7,2,10,Female,Tier 1,Store,51+,High,197106,0.56,22.0
73,16669,6.4,13,2.9,1,5,46,18,147322,45303,2,9,2,3,6,3,10,8,4,2,1,Female,Tier 3,Store,51+,Low,192625,0.765,18.8
29,231854,6.1,3,2.4,1,5,21,8,149392,148687,10,3,5,2,2,2,9,2,1,7,3,Female,Tier 1,Store,26-35,High,298079,0.501,18.2
68,132373,4.2,6,2.0,8,5,26,2,46194,52638,5,5,6,4,5,8,8,9,5,9,7,Male,Tier 1,Store,51+,Medium,98832,0.467,21.4
54,59859,7.9,7,1.9,1,3,34,0,11795,101831,7,4,3,6,6,7,8,3,9,2,9,Other,Tier 2,Store,51+,Medium,113626,0.104,19.8
34,70786,6.2,14,1.4,3,2,37,17,51931,124774,6,3,1,5,4,5,10,4,3,5,10,Male,Tier 3,Store,26-35,Medium,176705,0.294,17.4
75,197155,4.9,4,2.9,9,1,23,14,2109,34795,2,5,7,8,5,8,7,2,8,6,3,Female,Tier 1,Store,51+,High,36904,0.057,19.8
40,186148,4.2,1,2.3,3,3,13,0,60805,41613,7,7,4,7,4,8,8,2,2,6,3,Other,Tier 2,Store,36-50,High,102418,0.594,14.4
43,35323,7.7,4,1.8,2,9,39,14,124848,57635,3,4,5,7,3,6,6,1,7,6,6,Other,Tier 2,Store,36-50,Low,182483,0.684,26.4
46,245502,6.5,6,0.6,1,7,35,17,132503,95078,7,8,6,1,6,7,3,10,9,1,10,Male,Tier 3,Store,36-50,High,227581,0.582,21.0
50,21021,4.6,8,3.2,1,2,12,18,133759,103049,3,8,4,4,4,4,1,4,2,5,7,Other,Tier 3,Store,36-50,Low,236808,0.565,12.2
77,54807,5.0,13,3.4,10,8,36,19,121005,16275,2,5,1,3,10,2,6,6,7,1,3,Male,Tier 1,Hybrid,51+,Medium,137280,0.881,28.0
44,143305,6.0,12,1.3,3,8,49,18,71649,124929,8,7,2,7,7,10,5,2,4,10,4,Male,Tier 2,Store,36-50,Medium,196578,0.364,23.0
42,65355,6.1,13,2.6,6,7,10,19,95804,147956,10,0,2,7,7,10,6,1,5,2,6,Male,Tier 2,Store,36-50,Medium,243760,0.393,25.2
73,248511,6.4,13,1.8,7,6,31,12,13110,116062,7,2,2,4,2,1,2,5,3,4,10,Other,Tier 1,Store,51+,High,129172,0.101,25.8
72,128415,2.5,14,3.4,6,2,4,4,67179,49423,6,7,6,1,1,8,8,2,9,2,8,Other,Tier 1,Store,51+,Medium,116602,0.576,13.0
27,190804,6.2,13,1.9,6,4,16,4,52850,93860,10,0,7,10,1,7,1,6,7,4,7,Male,Tier 2,Store,26-35,High,146710,0.36,22.4
64,23711,3.6,4,1.9,9,1,1,10,69337,129646,10,9,6,7,3,9,4,7,5,8,2,Female,Tier 2,Store,51+,Low,198983,0.348,17.2
40,209151,8.8,10,2.7,4,7,31,9,15438,117911,4,2,7,1,3,10,9,9,8,7,6,Male,Tier 1,Store,36-50,High,133349,0.116,28.6
38,22904,8.1,1,2.0,5,2,22,5,18045,133907,6,4,7,8,5,4,7,1,3,3,9,Other,Tier 2,Store,36-50,Low,151952,0.119,23.2
38,79033,8.3,5,1.9,1,6,4,5,51549,44426,3,9,5,1,6,3,4,2,4,7,9,Female,Tier 1,Store,36-50,Medium,95975,0.537,23.6
60,246659,1.1,7,1.7,4,9,39,12,57477,99526,8,8,2,3,3,4,4,7,3,2,9,Male,Tier 2,Store,51+,High,157003,0.366,15.2
30,101478,5.4,6,1.9,10,5,37,5,78693,37610,2,4,5,6,10,3,1,6,5,5,1,Female,Tier 3,Store,26-35,Medium,116303,0.677,25.8
54,135035,5.8,3,2.0,6,5,7,6,135703,103329,5,0,7,3,4,10,3,7,9,6,7,Other,Tier 2,Store,51+,Medium,239032,0.568,22.6
50,235859,7.1,13,2.5,7,4,26,7,140472,26468,2,0,1,10,5,6,2,8,6,6,5,Male,Tier 1,Store,36-50,High,166940,0.841,25.2
41,201168,7.8,7,2.3,2,1,1,9,127679,118693,3,8,6,5,3,3,5,5,1,7,3,Male,Tier 1,Store,36-50,High,246372,0.518,18.6
61,236666,8.6,4,3.1,10,4,39,10,26523,70941,9,4,6,2,6,3,10,8,5,1,4,Other,Tier 3,Store,51+,High,97464,0.272,31.2
28,246853,1.4,5,1.0,6,9,6,4,143620,69221,2,3,1,8,4,1,5,2,2,2,1,Male,Tier 3,Store,26-35,High,212841,0.675,17.8
34,18093,4.4,11,5.2,3,9,39,7,33534,74251,5,2,3,1,5,3,4,6,10,9,1,Female,Tier 3,Store,26-35,Low,107785,0.311,20.8
21,39918,6.1,7,2.5,7,7,49,0,116257,50041,10,8,4,6,8,6,3,2,8,9,3,Other,Tier 3,Store,18-25,Low,166298,0.699,26.2
64,218815,7.7,2,3.8,9,4,21,6,146902,134726,6,4,7,9,9,8,7,10,10,9,1,Female,Tier 3,Store,51+,High,281628,0.522,28.4
42,208708,7.6,4,3.1,4,9,6,17,135218,52326,6,2,1,5,1,9,7,6,5,8,6,Other,Tier 3,Store,36-50,High,187544,0.721,28.2
47,204878,6.9,4,2.7,8,5,46,11,97252,98374,1,3,5,10,5,3,2,5,2,4,3,Other,Tier 3,Store,36-50,High,195626,0.497,26.8
26,155466,4.7,6,3.1,10,10,8,18,89495,3174,8,9,5,4,6,10,9,8,2,9,9,Other,Tier 1,Online,26-35,High,92669,0.966,29.4
38,139501,5.0,12,2.9,6,2,45,7,121222,78399,7,2,5,9,6,10,7,6,6,8,8,Male,Tier 3,Store,36-50,Medium,199621,0.607,18.0
37,107510,4.7,11,2.3,3,9,44,2,90303,139923,10,6,2,1,10,10,8,7,6,2,6,Female,Tier 1,Store,36-50,Medium,230226,0.392,21.4
36,108708,4.0,7,5.6,3,6,34,9,65820,111221,5,5,4,5,2,2,10,2,6,4,1,Female,Tier 1,Store,36-50,Medium,177041,0.372,17.0
36,112819,4.0,4,3.9,3,5,37,13,43345,149386,9,1,6,4,2,4,6,3,3,8,6,Other,Tier 2,Store,36-50,Medium,192731,0.225,16.0
29,159352,3.8,10,0.4,4,10,23,18,63601,146618,8,9,3,4,8,1,6,6,7,5,3,Male,Tier 1,Store,26-35,High,210219,0.303,21.6
54,51303,6.7,1,3.9,2,8,35,18,139160,93767,10,5,4,9,9,6,6,4,2,10,2,Male,Tier 3,Store,51+,Medium,232927,0.597,23.4
59,42453,6.2,1,2.6,5,2,17,8,122045,69544,6,3,6,2,2,5,4,7,10,5,1,Male,Tier 1,Store,51+,Low,191589,0.637,19.4
34,123886,4.1,5,4.6,8,5,42,4,8966,147972,2,9,4,10,7,9,1,10,8,4,4,Female,Tier 1,Store,26-35,Medium,156938,0.057,21.2
54,75695,2.6,1,2.1,7,10,25,6,119768,130023,1,4,1,10,8,7,6,7,9,1,10,Other,Tier 2,Store,51+,Medium,249791,0.479,22.2
71,214521,5.3,3,0.0,9,8,38,12,2120,54363,5,5,7,2,7,2,4,1,7,2,10,Male,Tier 3,Store,51+,High,56483,0.038,27.6
65,171837,9.0,9,2.0,3,4,14,17,50625,144714,2,8,2,10,10,6,4,8,6,1,10,Other,Tier 1,Store,51+,High,195339,0.259,25.0
56,148412,6.0,3,0.4,4,10,21,12,66838,116673,7,3,1,10,10,3,10,7,4,10,4,Other,Tier 1,Store,51+,Medium,183511,0.364,26.0
45,237787,7.6,3,1.6,8,10,24,6,64677,127457,6,5,2,3,10,8,9,8,9,7,4,Other,Tier 3,Store,36-50,High,192134,0.337,33.2
58,239481,6.4,13,1.8,10,9,42,7,47771,79796,10,5,3,7,6,5,9,5,9,10,4,Female,Tier 3,Store,51+,High,127567,0.374,31.8
52,53057,5.9,9,3.0,3,7,24,3,23898,18785,2,8,1,8,9,4,10,3,5,5,5,Male,Tier 3,Online,51+,Medium,42683,0.56,21.8
64,146669,3.1,5,2.8,1,7,40,16,37221,4036,6,3,2,7,9,5,1,2,5,8,1,Other,Tier 1,Online,51+,Medium,41257,0.902,14.2
65,204060,5.2,12,3.3,2,9,24,9,68652,14017,1,1,2,1,3,7,10,7,10,4,7,Female,Tier 3,Online,51+,High,82669,0.83,21.4
35,109655,4.9,8,3.2,10,3,37,3,59337,54052,9,8,5,4,2,1,9,9,8,1,4,Female,Tier 1,Store,26-35,Medium,113389,0.523,22.8
31,30025,9.0,10,5.0,10,3,24,4,40726,30405,1,7,1,7,2,7,7,3,7,2,9,Other,Tier 2,Hybrid,26-35,Low,71131,0.573,31.0
52,22145,6.4,9,2.5,8,10,6,4,57414,29334,1,3,2,9,1,6,3,3,2,3,1,Other,Tier 1,Online,51+,Low,86748,0.662,30.8
61,116206,8.6,12,3.2,7,7,39,17,88118,75645,1,1,5,10,5,6,2,7,8,8,5,Male,Tier 3,Store,51+,Medium,163763,0.538,31.2
58,201869,8.3,6,3.7,4,2,43,1,92753,5406,4,2,5,2,1,8,1,6,2,8,5,Male,Tier 1,Online,51+,High,98159,0.945,22.6
77,56723,4.3,7,1.7,8,10,23,10,15209,74947,1,5,5,4,1,3,2,6,10,8,8,Female,Tier 2,Store,51+,Medium,90156,0.169,26.6
24,88230,6.0,7,0.9,3,3,18,0,143604,105963,9,9,1,10,3,6,4,3,1,2,7,Male,Tier 2,Store,18-25,Medium,249567,0.575,18.0
58,150902,9.4,7,3.0,1,6,21,6,31058,2597,3,8,6,3,4,6,7,9,6,4,2,Other,Tier 1,Online,51+,High,33655,0.923,25.8
30,170002,7.1,4,2.0,4,9,45,11,63601,104015,6,9,6,7,6,4,1,5,6,3,3,Other,Tier 3,Store,26-35,High,167616,0.379,27.2
35,169824,7.0,13,3.5,6,4,22,7,14890,108992,9,8,3,7,7,6,9,2,10,4,1,Other,Tier 3,Store,26-35,High,123882,0.12,24.0
54,123138,7.8,13,3.5,6,5,19,11,137819,5012,8,5,7,3,2,8,3,3,4,8,3,Female,Tier 2,Online,51+,Medium,142831,0.965,26.6
30,222097,7.0,2,3.8,4,6,19,14,130697,36118,6,6,4,2,1,1,7,4,10,8,7,Male,Tier 3,Store,26-35,High,166815,0.783,24.0
53,244300,7.1,2,1.5,8,3,6,13,37641,138634,10,4,5,5,8,9,7,7,8,5,1,Male,Tier 3,Store,51+,High,176275,0.214,25.2
48,227376,6.6,7,1.8,9,2,33,19,142174,50538,4,3,1,2,3,2,7,4,7,2,1,Male,Tier 3,Store,36-50,High,192712,0.738,24.2
19,77040,5.3,10,2.6,2,4,10,0,148404,145658,10,0,7,6,6,2,4,8,7,4,10,Male,Tier 3,Store,18-25,Medium,294062,0.505,16.6
33,123668,3.9,7,2.3,3,6,42,2,51469,6658,5,4,2,3,8,7,10,2,1,4,8,Female,Tier 3,Online,26-35,Medium,58127,0.885,16.8
26,213768,2.3,10,3.1,8,4,7,0,21928,77464,3,5,2,4,1,6,6,9,6,5,4,Male,Tier 3,Store,26-35,High,99392,0.221,16.6
26,210720,5.3,7,4.3,1,8,37,10,147811,68399,7,2,4,4,3,6,6,5,5,3,7,Female,Tier 2,Store,26-35,High,216210,0.684,19.6
55,70030,6.9,13,2.4,1,9,10,8,139379,27045,10,4,1,5,2,2,7,3,6,6,9,Other,Tier 3,Store,51+,Medium,166424,0.837,23.8
28,71815,6.5,8,0.7,7,8,42,3,126167,3168,5,4,2,1,6,7,6,2,6,8,9,Other,Tier 3,Online,26-35,Medium,129335,0.976,28.0
71,231741,7.3,3,0.0,10,7,24,7,129340,135936,6,8,4,2,7,5,3,10,4,9,1,Female,Tier 1,Store,51+,High,265276,0.488,31.6
73,127789,5.7,13,0.8,7,2,30,16,110589,27270,2,1,6,7,8,4,9,2,1,7,7,Other,Tier 1,Store,51+,Medium,137859,0.802,20.4
39,181762,11.4,11,0.8,7,10,36,13,14453,97251,10,0,5,7,4,10,2,8,7,4,5,Other,Tier 2,Store,36-50,High,111704,0.129,39.8
50,234478,10.1,5,3.4,5,2,25,19,18637,39716,7,2,7,8,4,7,5,2,6,5,4,Other,Tier 2,Store,36-50,High,58353,0.319,27.2
53,236104,3.0,6,2.4,7,10,9,15,100665,28426,4,4,6,7,9,1,9,9,6,6,1,Female,Tier 2,Store,51+,High,129091,0.78,23.0
62,72923,7.3,13,2.6,9,5,32,19,111521,118314,7,7,4,8,4,5,5,8,9,2,1,Male,Tier 2,Store,51+,Medium,229835,0.485,28.6
40,182644,7.9,8,3.4,6,4,6,1,17231,33154,1,7,3,6,6,7,3,6,3,2,7,Other,Tier 2,Store,36-50,High,50385,0.342,25.8
62,200102,1.8,8,4.3,6,4,35,7,122061,126973,1,8,5,2,9,3,4,7,2,7,2,Female,Tier 1,Store,51+,High,249034,0.49,13.6
62,82904,6.3,10,2.2,3,4,44,14,25282,50791,2,0,2,6,6,8,6,5,6,1,9,Male,Tier 1,Store,51+,Medium,76073,0.332,19.6
51,248308,7.0,3,3.5,7,7,19,3,49647,55980,3,7,6,6,10,2,3,2,5,10,9,Male,Tier 2,Store,51+,High,105627,0.47,28.0
26,175275,6.0,12,3.0,6,3,14,14,27779,94263,4,7,4,5,2,2,5,2,9,9,9,Other,Tier 3,Store,26-35,High,122042,0.228,21.0
41,92088,6.8,14,0.5,5,2,15,0,112039,18039,2,7,7,4,10,9,3,1,5,4,9,Other,Tier 2,Online,36-50,Medium,130078,0.861,20.6
25,20608,6.2,4,0.6,3,5,34,12,1106,59583,3,1,7,7,2,6,5,5,2,1,4,Male,Tier 1,Store,18-25,Low,60689,0.018,20.4
24,60667,7.4,6,2.1,3,6,20,6,130015,35476,5,1,1,2,8,2,8,4,7,10,2,Other,Tier 1,Store,18-25,Medium,165491,0.786,23.8
53,70547,9.1,4,2.8,6,8,34,15,5735,81647,4,4,7,10,8,9,8,6,8,5,4,Female,Tier 1,Store,51+,Medium,87382,0.066,32.2
35,168557,7.5,10,3.1,6,3,39,3,90977,70983,8,8,1,2,7,5,5,10,8,7,8,Other,Tier 1,Store,26-35,High,161960,0.562,24.0
20,155934,8.4,4,2.2,5,4,47,2,103845,58859,7,0,2,3,3,3,8,8,10,5,6,Other,Tier 2,Store,18-25,High,162704,0.638,25.8
45,143391,3.9,5,0.3,3,4,33,11,784,1035,5,4,5,8,6,6,7,3,3,7,8,Female,Tier 2,Online,36-50,Medium,1819,0.431,14.8
23,249907,10.1,10,2.0,2,4,38,17,149449,76417,10,5,6,3,1,2,7,1,5,3,8,Female,Tier 2,Store,18-25,High,225866,0.662,26.2
61,90948,6.6,7,0.1,4,7,0,13,20266,49240,9,4,4,3,3,6,6,7,9,1,6,Other,Tier 1,Store,51+,Medium,69506,0.292,24.2
61,232962,5.2,12,2.2,4,4,8,0,136090,10652,2,6,3,6,10,7,8,1,5,5,5,Male,Tier 3,Online,51+,High,146742,0.927,18.4
38,86880,6.8,2,3.2,10,7,40,6,39084,56968,1,1,6,3,10,8,2,7,6,5,10,Other,Tier 1,Store,36-50,Medium,96052,0.407,30.6
